URG;Escola;Consulta;2022;2023;2024;2025;Total
URG I-CENTRO;E M HEITOR DANTAS;ALERGISTA;0;1;1;2;4
URG I-CENTRO;E M HEITOR DANTAS;ORTOPEDISTA;0;0;1;0;1
URG I-CENTRO;E M HEITOR DANTAS;OFTALMOLOGISTA;0;0;0;6;6
URG I-CENTRO;E M HEITOR DANTAS;NEUROLOGISTA;0;0;0;4;4
URG I-CENTRO;E M HEITOR DANTAS;CIRURGIÃO;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;PSICOLOGIA;0;5;5;8;18
URG I-CENTRO;E M HEITOR DANTAS;OTORRINOLARINGOLOGISTA;0;0;0;1;1
URG I-CENTRO;E M HEITOR DANTAS;CARDIOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;REUMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;UROLOGISTA;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;PROCTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;GINECOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;HEMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;ANGIOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;ONCOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;ENDOCRINOLOGISTA;0;1;0;0;1
URG I-CENTRO;E M HEITOR DANTAS;PSIQUIATRA;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;INFECTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;NUTRIÇÃO;0;0;1;3;4
URG I-CENTRO;E M HEITOR DANTAS;DENTISTA;0;0;0;15;15
URG I-CENTRO;E M HEITOR DANTAS;FONOAUDIÓLOGA;0;2;2;1;5
URG I-CENTRO;E M HEITOR DANTAS;GASTROENTEROLOGISTA;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;PNEUMOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;TERAPIA OCUPACIONAL;0;1;0;0;1
URG I-CENTRO;E M JANICI FERREIRA MAIA ;DERMATOLOGISTA;0;3;7;5;15
URG I-CENTRO;E M JANICI FERREIRA MAIA ;PEDIATRA;0;0;1;0;1
URG I-CENTRO;E M JANICI FERREIRA MAIA ;ALERGISTA;0;3;9;6;18
URG I-CENTRO;E M JANICI FERREIRA MAIA ;ORTOPEDISTA;0;1;0;1;2
URG I-CENTRO;E M JANICI FERREIRA MAIA ;OFTALMOLOGISTA;0;12;8;5;25
URG I-CENTRO;E M JANICI FERREIRA MAIA ;NEUROLOGISTA;0;1;1;2;4
URG I-CENTRO;E M JANICI FERREIRA MAIA ;CIRURGIÃO;0;0;0;1;1
URG I-CENTRO;E M JANICI FERREIRA MAIA ;PSICOLOGIA;0;7;19;16;42
URG I-CENTRO;E M JANICI FERREIRA MAIA ;OTORRINOLARINGOLOGISTA;0;4;1;3;8
URG I-CENTRO;E M JANICI FERREIRA MAIA ;CARDIOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;REUMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;UROLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;PROCTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;GINECOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;HEMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;ANGIOLOGISTA;0;0;1;0;1
URG I-CENTRO;E M JANICI FERREIRA MAIA ;ONCOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;ENDOCRINOLOGISTA;0;0;0;2;2
URG I-CENTRO;E M JANICI FERREIRA MAIA ;PSIQUIATRA;0;1;0;0;1
URG I-CENTRO;E M JANICI FERREIRA MAIA ;INFECTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;NUTRIÇÃO;0;1;2;3;6
URG I-CENTRO;E M JANICI FERREIRA MAIA ;DENTISTA;0;9;16;17;42
URG I-CENTRO;E M JANICI FERREIRA MAIA ;FONOAUDIÓLOGA;0;2;2;3;7
URG I-CENTRO;E M JANICI FERREIRA MAIA ;GASTROENTEROLOGISTA;0;1;0;0;1
URG I-CENTRO;E M JANICI FERREIRA MAIA ;PNEUMOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;TERAPIA OCUPACIONAL;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;DERMATOLOGISTA;0;2;0;7;9
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;PEDIATRA;0;1;0;1;2
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;ALERGISTA;0;0;3;9;12
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;ORTOPEDISTA;0;0;1;1;2
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;OFTALMOLOGISTA;0;2;3;9;14
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;NEUROLOGISTA;0;3;4;15;22
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;CIRURGIÃO;0;0;3;0;3
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;PSICOLOGIA;0;8;11;22;41
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;OTORRINOLARINGOLOGISTA;0;1;2;5;8
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;CARDIOLOGISTA;0;0;0;1;1
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;REUMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;UROLOGISTA;0;0;1;0;1
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;PROCTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;GINECOLOGISTA;0;0;1;7;8
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;HEMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;ANGIOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;ONCOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;ENDOCRINOLOGISTA;0;0;1;4;5
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;PSIQUIATRA;0;0;0;1;1
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;INFECTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;NUTRIÇÃO;0;0;1;3;4
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;DENTISTA;0;10;11;34;55
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;FONOAUDIÓLOGA;0;2;2;9;13
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;GASTROENTEROLOGISTA;0;0;1;1;2
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;PNEUMOLOGISTA;0;0;0;1;1
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;TERAPIA OCUPACIONAL;0;0;0;2;2
URG I-CENTRO;E M MANOEL JOAO GONCALVES;DERMATOLOGISTA;0;3;0;0;3
URG I-CENTRO;E M MANOEL JOAO GONCALVES;PEDIATRA;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;ALERGISTA;0;1;1;2;4
URG I-CENTRO;E M MANOEL JOAO GONCALVES;ORTOPEDISTA;0;1;0;1;2
URG I-CENTRO;E M MANOEL JOAO GONCALVES;OFTALMOLOGISTA;0;8;4;4;16
URG I-CENTRO;E M MANOEL JOAO GONCALVES;NEUROLOGISTA;0;3;5;1;9
URG I-CENTRO;E M MANOEL JOAO GONCALVES;CIRURGIÃO;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;PSICOLOGIA;0;7;8;4;19
URG I-CENTRO;E M MANOEL JOAO GONCALVES;OTORRINOLARINGOLOGISTA;0;2;1;1;4
URG I-CENTRO;E M MANOEL JOAO GONCALVES;CARDIOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;REUMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;UROLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;PROCTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;GINECOLOGISTA;0;0;1;0;1
URG I-CENTRO;E M MANOEL JOAO GONCALVES;HEMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;ANGIOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;ONCOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;ENDOCRINOLOGISTA;0;0;1;1;2
URG I-CENTRO;E M MANOEL JOAO GONCALVES;PSIQUIATRA;0;0;1;0;1
URG I-CENTRO;E M MANOEL JOAO GONCALVES;INFECTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;NUTRIÇÃO;0;1;0;2;3
URG I-CENTRO;E M MANOEL JOAO GONCALVES;DENTISTA;0;19;6;2;27
URG I-CENTRO;E M MANOEL JOAO GONCALVES;FONOAUDIÓLOGA;0;1;4;4;9
URG I-CENTRO;E M MANOEL JOAO GONCALVES;GASTROENTEROLOGISTA;0;0;1;0;1
URG I-CENTRO;E M MANOEL JOAO GONCALVES;PNEUMOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;TERAPIA OCUPACIONAL;0;0;0;1;1
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;DERMATOLOGISTA;0;4;5;6;15
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;PEDIATRA;0;1;1;0;2
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;ALERGISTA;0;6;4;3;13
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;ORTOPEDISTA;0;1;1;2;4
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;OFTALMOLOGISTA;0;13;6;11;30
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;NEUROLOGISTA;0;7;4;8;19
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;CIRURGIÃO;0;0;0;2;2
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;PSICOLOGIA;0;13;11;16;40
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;OTORRINOLARINGOLOGISTA;0;2;2;3;7
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;CARDIOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;REUMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;UROLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;PROCTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;GINECOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;HEMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;ANGIOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;ONCOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;ENDOCRINOLOGISTA;0;2;0;0;2
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;PSIQUIATRA;0;1;0;1;2
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;INFECTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;NUTRIÇÃO;0;1;3;12;16
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;DENTISTA;0;12;11;16;39
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;FONOAUDIÓLOGA;0;3;3;4;10
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;GASTROENTEROLOGISTA;0;1;1;0;2
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;PNEUMOLOGISTA;0;0;1;2;3
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;TERAPIA OCUPACIONAL;0;0;1;0;1
URG I-CENTRO;E M MENINOS DE DEUS;DERMATOLOGISTA;0;1;0;1;2
URG I-CENTRO;E M MENINOS DE DEUS;PEDIATRA;0;0;0;4;4
URG I-CENTRO;E M MENINOS DE DEUS;ALERGISTA;0;2;5;1;8
URG I-CENTRO;E M MENINOS DE DEUS;ORTOPEDISTA;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;OFTALMOLOGISTA;0;4;3;5;12
URG I-CENTRO;E M MENINOS DE DEUS;NEUROLOGISTA;0;1;1;2;4
URG I-CENTRO;E M MENINOS DE DEUS;CIRURGIÃO;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;PSICOLOGIA;0;3;6;1;10
URG I-CENTRO;E M MENINOS DE DEUS;OTORRINOLARINGOLOGISTA;0;1;0;2;3
URG I-CENTRO;E M MENINOS DE DEUS;CARDIOLOGISTA;0;0;1;0;1
URG I-CENTRO;E M MENINOS DE DEUS;REUMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;UROLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;PROCTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;GINECOLOGISTA;0;0;3;3;6
URG I-CENTRO;E M MENINOS DE DEUS;HEMATOLOGISTA;0;0;1;0;1
URG I-CENTRO;E M MENINOS DE DEUS;ANGIOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;ONCOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;ENDOCRINOLOGISTA;0;0;1;0;1
URG I-CENTRO;E M MENINOS DE DEUS;PSIQUIATRA;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;INFECTOLOGISTA;0;0;1;0;1
URG I-CENTRO;E M MENINOS DE DEUS;NUTRIÇÃO;0;1;5;1;7
URG I-CENTRO;E M MENINOS DE DEUS;DENTISTA;0;0;10;9;19
URG I-CENTRO;E M MENINOS DE DEUS;FONOAUDIÓLOGA;0;5;3;0;8
URG I-CENTRO;E M MENINOS DE DEUS;GASTROENTEROLOGISTA;0;1;1;0;2
URG I-CENTRO;E M MENINOS DE DEUS;PNEUMOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;TERAPIA OCUPACIONAL;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;DERMATOLOGISTA;0;1;3;14;18
URG I-CENTRO;E M MONTEIRO LOBATO;PEDIATRA;0;0;1;12;13
URG I-CENTRO;E M MONTEIRO LOBATO;ALERGISTA;0;5;2;16;23
URG I-CENTRO;E M MONTEIRO LOBATO;ORTOPEDISTA;0;1;3;4;8
URG I-CENTRO;E M MONTEIRO LOBATO;OFTALMOLOGISTA;0;10;10;18;38
URG I-CENTRO;E M MONTEIRO LOBATO;NEUROLOGISTA;0;8;9;13;30
URG I-CENTRO;E M MONTEIRO LOBATO;CIRURGIÃO;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;PSICOLOGIA;0;12;8;14;34
URG I-CENTRO;E M MONTEIRO LOBATO;OTORRINOLARINGOLOGISTA;0;5;0;3;8
URG I-CENTRO;E M MONTEIRO LOBATO;CARDIOLOGISTA;0;1;1;1;3
URG I-CENTRO;E M MONTEIRO LOBATO;REUMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;UROLOGISTA;0;0;1;0;1
URG I-CENTRO;E M MONTEIRO LOBATO;PROCTOLOGISTA;0;0;0;1;1
URG I-CENTRO;E M MONTEIRO LOBATO;GINECOLOGISTA;0;3;1;3;7
URG I-CENTRO;E M MONTEIRO LOBATO;HEMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;ANGIOLOGISTA;0;0;1;1;2
URG I-CENTRO;E M MONTEIRO LOBATO;ONCOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;ENDOCRINOLOGISTA;0;1;1;1;3
URG I-CENTRO;E M MONTEIRO LOBATO;PSIQUIATRA;0;5;2;2;9
URG I-CENTRO;E M MONTEIRO LOBATO;INFECTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;NUTRIÇÃO;0;4;3;3;10
URG I-CENTRO;E M MONTEIRO LOBATO;DENTISTA;0;20;12;38;70
URG I-CENTRO;E M MONTEIRO LOBATO;FONOAUDIÓLOGA;0;1;3;7;11
URG I-CENTRO;E M MONTEIRO LOBATO;GASTROENTEROLOGISTA;0;1;1;1;3
URG I-CENTRO;E M MONTEIRO LOBATO;PNEUMOLOGISTA;0;0;1;3;4
URG I-CENTRO;E M MONTEIRO LOBATO;TERAPIA OCUPACIONAL;0;1;1;0;2
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;DERMATOLOGISTA;0;2;3;5;10
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;PEDIATRA;0;2;0;2;4
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;ALERGISTA;0;2;2;5;9
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;ORTOPEDISTA;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;OFTALMOLOGISTA;0;6;5;8;19
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;NEUROLOGISTA;0;1;3;2;6
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;CIRURGIÃO;0;0;0;1;1
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;PSICOLOGIA;0;3;9;11;23
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;OTORRINOLARINGOLOGISTA;0;1;2;3;6
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;CARDIOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;REUMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;UROLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;PROCTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;GINECOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;HEMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;ANGIOLOGISTA;0;1;0;2;3
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;ONCOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;ENDOCRINOLOGISTA;0;0;2;0;2
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;PSIQUIATRA;0;3;0;1;4
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;INFECTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;NUTRIÇÃO;0;1;3;0;4
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;DENTISTA;0;2;3;12;17
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;FONOAUDIÓLOGA;0;1;4;2;7
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;GASTROENTEROLOGISTA;0;0;0;2;2
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;PNEUMOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;TERAPIA OCUPACIONAL;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;DERMATOLOGISTA;0;4;4;5;13
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;PEDIATRA;0;1;0;0;1
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;ALERGISTA;0;2;0;5;7
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;ORTOPEDISTA;0;4;1;2;7
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;OFTALMOLOGISTA;0;11;8;8;27
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;NEUROLOGISTA;0;3;3;5;11
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;CIRURGIÃO;0;0;1;0;1
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;PSICOLOGIA;0;14;17;15;46
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;OTORRINOLARINGOLOGISTA;0;7;2;0;9
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;CARDIOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;REUMATOLOGISTA;0;1;0;0;1
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;UROLOGISTA;0;1;0;1;2
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;PROCTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;GINECOLOGISTA;0;1;2;2;5
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;HEMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;ANGIOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;ONCOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;ENDOCRINOLOGISTA;0;0;0;1;1
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;PSIQUIATRA;0;1;1;1;3
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;INFECTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;NUTRIÇÃO;0;1;4;3;8
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;DENTISTA;0;14;14;24;52
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;FONOAUDIÓLOGA;0;2;1;8;11
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;GASTROENTEROLOGISTA;0;1;0;3;4
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;PNEUMOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;TERAPIA OCUPACIONAL;0;0;3;3;6
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;DERMATOLOGISTA;0;0;0;3;3
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;PEDIATRA;0;0;0;3;3
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;ALERGISTA;0;2;0;10;12
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;ORTOPEDISTA;0;1;0;1;2
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;OFTALMOLOGISTA;0;1;2;7;10
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;NEUROLOGISTA;0;0;3;7;10
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;CIRURGIÃO;0;0;0;1;1
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;PSICOLOGIA;0;4;4;11;19
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;OTORRINOLARINGOLOGISTA;0;0;2;4;6
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;CARDIOLOGISTA;0;0;0;1;1
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;REUMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;UROLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;PROCTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;GINECOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;HEMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;ANGIOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;ONCOLOGISTA;0;0;1;0;1
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;ENDOCRINOLOGISTA;0;0;0;2;2
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;PSIQUIATRA;0;0;0;2;2
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;INFECTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;NUTRIÇÃO;0;0;1;1;2
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;DENTISTA;0;3;10;14;27
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;FONOAUDIÓLOGA;0;1;4;7;12
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;GASTROENTEROLOGISTA;0;1;0;0;1
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;PNEUMOLOGISTA;0;0;1;0;1
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;TERAPIA OCUPACIONAL;0;0;0;2;2
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;DERMATOLOGISTA;0;0;4;2;6
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;PEDIATRA;0;0;0;1;1
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;ALERGISTA;0;0;0;9;9
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;ORTOPEDISTA;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;OFTALMOLOGISTA;0;0;0;2;2
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;NEUROLOGISTA;0;0;1;2;3
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;CIRURGIÃO;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;PSICOLOGIA;0;0;2;6;8
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;OTORRINOLARINGOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;CARDIOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;REUMATOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;UROLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;PROCTOLOGISTA;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;GINECOLOGISTA;0;0;0;0;0
